Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
MX vs. ATV Untamed,PS2,2007,2000s,Racing,Thq,Rainbow Studios,E,0.32,0.01,0.0,0.05,0.38,0.38,NA,53.0,13,8.2,5,-29.0
Rogue Trip: Vacation 2012,PS,1998,1990s,Racing,Gt Interactive,Unknown,Unknown,0.21,0.14,0.0,0.02,0.38,0.37,NA,71.0,21,7.5,24,-4.0
Phantasy Star Ø,DS,2008,2000s,Role-Playing,Sega,Unknown,Unknown,0.16,0.0,0.2,0.01,0.38,0.37,JP,71.0,21,7.5,24,-4.0
Dawn of Discovery,PC,2009,2000s,Simulation,Ubisoft,"Blue Byte, Related Designs",T,0.0,0.32,0.0,0.06,0.38,0.38,EU,82.0,32,8.8,132,-6.0
Dai-4-Ji Super Robot Taisen,SNES,1995,1990s,Strategy,Banpresto,Unknown,Unknown,0.0,0.0,0.38,0.0,0.38,0.38,JP,71.0,21,7.5,24,-4.0
Tales of Hearts,PSV,2013,2010s,Role-Playing,Namco Bandai Games,Unknown,Unknown,0.11,0.11,0.09,0.07,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Get Fit with Mel B,PS3,2010,2010s,Sports,Black Bean Games,Lightning Fish Games,E,0.15,0.16,0.0,0.07,0.38,0.38,EU,73.0,4,5.8,4,15.0
Ice Age: Dawn of the Dinosaurs,DS,2009,2000s,Action,Activision,Activision,E,0.2,0.15,0.0,0.04,0.38,0.39,NA,54.0,4,7.5,24,-21.0
Pokemon Channel,GC,2003,2000s,Adventure,Nintendo,Ambrella,E,0.24,0.06,0.07,0.01,0.38,0.38,NA,55.0,21,6.0,22,-5.0
Taiko no Tatsujin Portable DX,PSP,2011,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.38,0.0,0.38,0.38,JP,71.0,21,7.5,24,-4.0
Etrian Odyssey IV: Legends of the Titans,3DS,2012,2010s,Role-Playing,Atlus,Unknown,Unknown,0.12,0.05,0.2,0.01,0.38,0.38,JP,71.0,21,7.5,24,-4.0
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,2010s,Misc,Warner Bros. Interactive Entertainment,Black Lantern Studios,EC,0.35,0.0,0.0,0.02,0.38,0.37,NA,71.0,21,7.5,24,-4.0
Iron Man 2,PSP,2010,2010s,Action,Sega,High Voltage Software,T,0.18,0.12,0.0,0.07,0.38,0.37,NA,49.0,8,7.5,24,-26.0
Moto Racer World Tour,PS,2000,2000s,Racing,Sony Computer Entertainment,Unknown,Unknown,0.21,0.14,0.0,0.02,0.38,0.37,NA,71.0,21,7.5,24,-4.0
Virtua Tennis 2009,PS3,2009,2000s,Sports,Sega,Sumo Digital,E,0.09,0.22,0.0,0.06,0.38,0.37,EU,70.0,34,6.3,21,7.0
The Dog Island,Wii,2007,2000s,Adventure,Ubisoft,Yuke'S,E,0.34,0.01,0.0,0.03,0.38,0.38,NA,70.0,4,8.1,12,-11.0
NCAA Final Four 2000,PS,1999,1990s,Sports,989 Sports,Unknown,Unknown,0.21,0.14,0.0,0.02,0.38,0.37,NA,71.0,21,7.5,24,-4.0
Madagascar: Escape 2 Africa,PS2,2008,2000s,Action,Activision,Toys For Bob,E,0.12,0.0,0.0,0.26,0.38,0.38,Other,56.0,4,5.8,6,-2.0
Hangman,2600,2007,2000s,Puzzle,Atari,Unknown,Unknown,0.35,0.02,0.0,0.0,0.38,0.37,NA,71.0,21,7.5,24,-4.0
Need for Speed: Nitro,DS,2009,2000s,Racing,Electronic Arts,Firebrand Games,E10+,0.21,0.13,0.0,0.04,0.38,0.38,NA,70.0,7,6.3,7,7.0
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,2000s,Fighting,Namco Bandai Games,Cyberconnect2,T,0.13,0.04,0.19,0.03,0.38,0.39,JP,61.0,22,6.6,19,-5.0
Tiger Woods PGA Tour 08,PSP,2007,2000s,Sports,Electronic Arts,Ea Salt Lake,E,0.14,0.15,0.0,0.09,0.38,0.38,EU,72.0,8,7.5,24,-3.0
Cabela's Dangerous Hunts 2009,Wii,2008,2000s,Sports,Activision Value,Fun Labs,T,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,4.5,6,26.0
Petz Rescue: Wildlife Vet,DS,2008,2000s,Simulation,Ubisoft,"Lexis Numerique, Virtual Toys",E,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Dancing with the Stars: We Dance!,Wii,2008,2000s,Misc,Activision,Unknown,Unknown,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Age of Empires III,PC,2005,2000s,Strategy,Microsoft Game Studios,Ensemble Studios,T,0.0,0.33,0.0,0.05,0.38,0.38,EU,81.0,52,7.7,519,4.0
Madden NFL 11,PSP,2010,2010s,Sports,Electronic Arts,Ea Tiburon,E,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Gravitar,2600,1982,1980s,Action,Atari,Unknown,Unknown,0.35,0.02,0.0,0.0,0.38,0.37,NA,71.0,21,7.5,24,-4.0
EyeToy Play 2,PS2,2004,2000s,Misc,Sony Computer Entertainment,Scee,E10+,0.18,0.14,0.0,0.05,0.38,0.37,NA,78.0,30,7.0,9,8.0
Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014,2010s,Fighting,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.38,0.0,0.38,0.38,JP,71.0,21,7.5,24,-4.0
Dance Dance Revolution Ultramix 3,XB,2005,2000s,Simulation,Konami Digital Entertainment,Konami,E10+,0.28,0.08,0.0,0.01,0.38,0.37,NA,75.0,16,8.6,8,-11.0
LEGO Marvel Super Heroes,DS,2013,2010s,Action,Warner Bros. Interactive Entertainment,Tt Games,E10+,0.22,0.13,0.0,0.03,0.38,0.38,NA,71.0,21,4.8,5,23.0
WWE SmackDown vs. Raw 2011,PS2,2010,2010s,Fighting,Thq,Yuke'S,T,0.24,0.07,0.0,0.07,0.38,0.38,NA,71.0,21,7.8,12,-7.0
Pro Evolution Soccer 2011 3D,3DS,2011,2010s,Sports,Konami Digital Entertainment,Konami,E,0.11,0.13,0.11,0.02,0.38,0.37,EU,73.0,43,6.7,18,6.0
Just Dance 2014,PS3,2013,2010s,Misc,Ubisoft,Ubisoft,E10+,0.17,0.14,0.0,0.06,0.38,0.37,NA,77.0,6,7.1,25,6.0
Wii Sports Club,WiiU,2014,2010s,Sports,Nintendo,Nintendo,E10+,0.17,0.14,0.04,0.03,0.38,0.38,NA,68.0,21,7.0,106,-2.0
Harry Potter and the Prisoner of Azkaban,GC,2004,2000s,Action,Electronic Arts,Ea Games,E,0.29,0.08,0.0,0.01,0.38,0.38,NA,67.0,22,7.3,8,-6.0
Paws & Claws: Pampered Pets,DS,2009,2000s,Simulation,Thq,Unknown,Unknown,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Puppy Palace,DS,2008,2000s,Simulation,Ubisoft,Ubisoft,E,0.35,0.0,0.0,0.03,0.38,0.38,NA,71.0,21,7.5,24,-4.0
Peppa Pig: The Game,Wii,2009,2000s,Misc,Pinnacle,Unknown,Unknown,0.0,0.34,0.0,0.03,0.37,0.37,EU,71.0,21,7.5,24,-4.0
Skylanders Giants,WiiU,2012,2010s,Action,Activision,Vicarious Visions,E10+,0.22,0.12,0.0,0.03,0.37,0.37,NA,80.0,8,6.9,22,11.0
GRID 2,PS3,2013,2010s,Racing,Codemasters,Codemasters,E,0.07,0.22,0.01,0.08,0.37,0.38,EU,82.0,20,6.6,173,16.0
Solaris,2600,1986,1980s,Shooter,Atari,Unknown,Unknown,0.35,0.02,0.0,0.0,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Resident Evil Zero,PS4,2016,2010s,Action,Capcom,Unknown,Unknown,0.1,0.17,0.05,0.05,0.37,0.37,EU,71.0,21,7.5,24,-4.0
Super Dragon Ball Z,PS2,2006,2000s,Fighting,Atari,Crafts & Meister,T,0.09,0.07,0.19,0.02,0.37,0.37,JP,72.0,31,5.8,21,14.0
Scooby-Doo! and the Spooky Swamp,DS,2010,2010s,Action,Warner Bros. Interactive Entertainment,Unknown,Unknown,0.25,0.09,0.0,0.03,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Petz Rescue: Ocean Patrol,DS,2008,2000s,Adventure,Ubisoft,Magic Pockets,E,0.35,0.0,0.0,0.03,0.37,0.38,NA,71.0,21,7.5,24,-4.0
The Golden Compass,PSP,2007,2000s,Action,Sega,Shiny Entertainment,E10+,0.11,0.16,0.0,0.1,0.37,0.37,EU,28.0,4,4.1,7,-13.0
Tobal 2,PS,1997,1990s,Fighting,Squaresoft,Unknown,Unknown,0.0,0.0,0.35,0.02,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Farming Simulator 2015,PS3,2015,2010s,Simulation,Koch Media,Unknown,Unknown,0.11,0.2,0.0,0.06,0.37,0.37,EU,71.0,21,7.5,24,-4.0
NBA 2K10,Wii,2009,2000s,Sports,Take-Two Interactive,Visual Concepts,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,71.0,21,8.6,11,-15.0
Persona 5,PS4,2016,2010s,Role-Playing,Atlus,Atlus,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Disney Sing It,PS3,2008,2000s,Misc,Disney Interactive Studios,Zoe Mode,E,0.28,0.06,0.0,0.04,0.37,0.38,NA,54.0,11,3.5,6,19.0
Tiger Woods PGA Tour 09,PS2,2008,2000s,Sports,Electronic Arts,Ea Tiburon,E,0.16,0.0,0.0,0.21,0.37,0.37,Other,71.0,21,4.3,11,28.0
Ultimate Spider-Man,GC,2005,2000s,Action,Activision,Treyarch,T,0.29,0.07,0.0,0.01,0.37,0.37,NA,76.0,36,7.2,21,4.0
NBA Inside Drive 2002,XB,2002,2000s,Sports,Microsoft Game Studios,High Voltage Software,E,0.28,0.08,0.0,0.01,0.37,0.37,NA,76.0,26,7.5,24,1.0
Major League Baseball 2K6,X360,2006,2000s,Sports,Spike,Kush Games,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,66.0,22,3.9,37,27.0
Imagine: Party Babyz,Wii,2008,2000s,Simulation,Ubisoft,Ubisoft,E,0.33,0.02,0.0,0.03,0.37,0.38,NA,71.0,21,6.1,18,10.0
LEGO Star Wars III: The Clone Wars,PSP,2011,2010s,Action,Lucasarts,Traveller'S Tales,E10+,0.14,0.15,0.0,0.08,0.37,0.37,EU,63.0,4,7.5,24,-12.0
NBA 2K7,PS3,2006,2000s,Sports,Take-Two Interactive,Visual Concepts,E,0.3,0.04,0.0,0.03,0.37,0.37,NA,80.0,20,7.4,8,6.0
Kileak: The DNA Imperative,PS,1994,1990s,Shooter,Sony Computer Entertainment,Unknown,Unknown,0.08,0.06,0.21,0.02,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Petz: Catz 2,PS2,2006,2000s,Simulation,Ubisoft,Ubisoft,E,0.18,0.14,0.0,0.05,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Just Dance 4,WiiU,2012,2010s,Misc,Ubisoft,Ubisoft Paris,E10+,0.21,0.13,0.0,0.03,0.37,0.37,NA,66.0,14,7.8,37,-12.0
Phantasy Star Portable 2: Infinity,PSP,2011,2010s,Role-Playing,Sega,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
"Monsters, Inc. Scream Arena",GC,2002,2000s,Platform,Thq,Radical Entertainment,E,0.29,0.07,0.0,0.01,0.37,0.37,NA,39.0,7,4.7,14,-8.0
Reel Fishing III,PS2,2003,2000s,Sports,Natsume,Open Sesame,E,0.18,0.14,0.0,0.05,0.37,0.37,NA,71.0,21,7.8,19,-7.0
Cabela's Deer Hunt 2005 Season,PS2,2004,2000s,Sports,Activision,Sand Grain Studios,T,0.18,0.14,0.0,0.05,0.37,0.37,NA,71.0,21,8.7,15,-16.0
Monster Jam: Path of Destruction,DS,2010,2010s,Racing,Activision,Virtuos,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Need for Speed: Hot Pursuit,PC,2010,2010s,Racing,Electronic Arts,Criterion Games,E10+,0.12,0.2,0.0,0.05,0.37,0.37,EU,86.0,14,6.7,556,19.0
Rampage: Total Destruction,PS2,2006,2000s,Action,Midway Games,"Pipeworks Software, Inc.",E10+,0.18,0.14,0.0,0.05,0.37,0.37,NA,51.0,34,7.0,15,-19.0
High Heat Major League Baseball 2003,PS2,2002,2000s,Sports,3Do,3Do,E,0.18,0.14,0.0,0.05,0.37,0.37,NA,84.0,23,7.9,7,5.0
Trivial Pursuit,X360,2009,2000s,Misc,Electronic Arts,Ea Bright Light,E,0.12,0.21,0.0,0.04,0.37,0.37,EU,66.0,19,6.4,9,2.0
Super Formation Soccer 94,SNES,1994,1990s,Sports,Human Entertainment,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Kingdom Under Fire: Circle of Doom,X360,2007,2000s,Role-Playing,Microsoft Game Studios,Blueside,M,0.18,0.12,0.04,0.03,0.37,0.37,NA,55.0,44,5.9,49,-4.0
Panzer Dragoon,SAT,1995,1990s,Shooter,Sega,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Spider-Man: Friend or Foe,PS2,2007,2000s,Action,Activision,Next Level Games,E10+,0.31,0.01,0.0,0.05,0.37,0.37,NA,62.0,15,8.3,19,-21.0
Yarudora Series Vol.1: Double Cast,PS,1998,1990s,Adventure,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.35,0.02,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Rec Room Games,Wii,2009,2000s,Sports,Destineer,Arcade Moon,E,0.35,0.0,0.0,0.03,0.37,0.38,NA,71.0,21,7.5,24,-4.0
EA Sports MMA,PS3,2010,2010s,Fighting,Electronic Arts,Ea Tiburon,T,0.16,0.14,0.01,0.06,0.37,0.37,NA,77.0,47,6.9,38,8.0
Guitar Hero On Tour: Modern Hits,DS,2009,2000s,Misc,Activision,Activision,E10+,0.13,0.2,0.0,0.04,0.37,0.37,EU,70.0,30,6.3,7,7.0
Quake 4,X360,2005,2000s,Shooter,Activision,Raven Software,M,0.32,0.02,0.0,0.03,0.37,0.37,NA,75.0,52,6.7,80,8.0
Tiger Woods PGA Tour 14,PS3,2013,2010s,Sports,Electronic Arts,Ea Tiburon,E,0.16,0.14,0.0,0.07,0.37,0.37,NA,74.0,28,3.8,26,36.0
Skate,PS3,2007,2000s,Sports,Electronic Arts,Ea Black Box,T,0.29,0.04,0.0,0.03,0.37,0.36,NA,85.0,31,8.2,57,3.0
Cabela's Big Game Hunter 2012,Wii,2011,2010s,Sports,Activision,Activision,T,0.33,0.02,0.0,0.02,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,2000s,Role-Playing,Chunsoft,Unknown,Unknown,0.0,0.0,0.32,0.05,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Turok: Rage Wars,N64,1999,1990s,Shooter,Acclaim Entertainment,Unknown,Unknown,0.3,0.06,0.0,0.0,0.37,0.36,NA,71.0,21,7.5,24,-4.0
Scooby-Doo! Classic Creep Capers,N64,2000,2000s,Action,Thq,Unknown,Unknown,0.3,0.06,0.0,0.0,0.37,0.36,NA,71.0,21,7.5,24,-4.0
Rage,PC,2011,2010s,Shooter,Bethesda Softworks,Id Software,M,0.14,0.18,0.0,0.06,0.37,0.38,EU,79.0,32,5.2,1618,27.0
Dragonfire,2600,1981,1980s,Action,Imagic,Unknown,Unknown,0.35,0.02,0.0,0.0,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Custom Robo,GC,2004,2000s,Role-Playing,Nintendo,Noise Inc.,T,0.29,0.07,0.0,0.01,0.37,0.37,NA,65.0,31,8.1,27,-16.0
Prince of Persia: The Forgotten Sands,PSP,2010,2010s,Action,Ubisoft,Ubisoft Quebec,T,0.09,0.18,0.01,0.1,0.37,0.38,EU,65.0,10,7.4,14,-9.0
BioShock The Collection,PS4,2016,2010s,Shooter,Take-Two Interactive,2K Games,M,0.1,0.19,0.02,0.06,0.37,0.37,EU,84.0,39,8.5,210,-1.0
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,2010s,Misc,Square Enix,Indies Zero,T,0.13,0.08,0.15,0.02,0.37,0.38,JP,83.0,52,8.2,66,1.0
DiRT 2,Wii,2009,2000s,Racing,Codemasters,Codemasters,E10+,0.1,0.22,0.0,0.04,0.37,0.36,EU,51.0,10,5.5,22,-4.0
Pac-Man World 2,GC,2002,2000s,Action,Nintendo,Namco,E,0.28,0.07,0.0,0.01,0.37,0.36,NA,74.0,18,8.3,19,-9.0
Kotoba no Puzzle: Mojipittan DS,DS,2007,2000s,Puzzle,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Tomb Raider: Legend,X360,2006,2000s,Action,Eidos Interactive,Crystal Dynamics,T,0.27,0.07,0.01,0.03,0.37,0.38,NA,80.0,54,7.3,84,7.0
Rocket League,PS4,2016,2010s,Sports,505 Games,Psyonix,E,0.03,0.28,0.0,0.05,0.37,0.36,EU,85.0,50,8.7,1290,-2.0
The BIGS,Wii,2007,2000s,Sports,Take-Two Interactive,Blue Castle Games,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,66.0,15,7.1,14,-5.0
Barbie Horse Adventures: Blue Ribbon Race,GBA,2003,2000s,Sports,Knowledge Adventure,Unknown,Unknown,0.26,0.1,0.0,0.01,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Destiny: The Taken King,PS3,2015,2010s,Shooter,Activision,Bungie,T,0.17,0.11,0.02,0.06,0.37,0.36,NA,71.0,21,5.5,81,16.0
Skylanders: SuperChargers,PS3,2015,2010s,Action,Activision,Vicarious Visions,E10+,0.16,0.15,0.0,0.06,0.37,0.37,NA,71.0,21,4.2,6,29.0
The Legend of Spyro: A New Beginning,DS,2006,2000s,Platform,Vivendi Games,Amaze Entertainment,E,0.33,0.01,0.0,0.03,0.37,0.37,NA,68.0,10,6.8,8,0.0
Imagine: Salon Stylist,DS,2009,2000s,Simulation,Ubisoft,Playbox Limited,E,0.23,0.1,0.0,0.03,0.37,0.36,NA,71.0,21,7.5,24,-4.0
Juiced 2: Hot Import Nights,PSP,2007,2000s,Racing,Thq,Juice Games,T,0.06,0.2,0.0,0.11,0.37,0.37,EU,73.0,6,7.8,11,-5.0
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,2000s,Adventure,Square Enix,Unknown,Unknown,0.0,0.0,0.36,0.01,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Dungeon Siege III,X360,2011,2010s,Role-Playing,Square Enix,Obsidian Entertainment,T,0.21,0.12,0.01,0.03,0.37,0.37,NA,72.0,55,5.9,102,13.0
Hell's Kitchen: The Game,DS,2008,2000s,Simulation,Ubisoft,Unknown,Unknown,0.34,0.0,0.0,0.03,0.37,0.37,NA,71.0,21,7.5,24,-4.0
DiRT Rally,PS4,2016,2010s,Racing,Codemasters,Codemasters,E,0.04,0.27,0.0,0.05,0.37,0.36,EU,85.0,46,8.1,196,4.0
NFL Street 2 Unleashed,PSP,2005,2000s,Sports,Electronic Arts,Ea Tiburon,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,73.0,23,7.4,14,-1.0
Super Robot Taisen EX,SNES,1994,1990s,Strategy,Banpresto,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
FIFA Street 2,PS2,2006,2000s,Sports,Electronic Arts,Ea Canada,E,0.17,0.13,0.02,0.04,0.37,0.36,NA,59.0,27,7.7,42,-18.0
Virtua Tennis 2009,Wii,2009,2000s,Sports,Sega,Sumo Digital,E,0.12,0.21,0.0,0.04,0.37,0.37,EU,73.0,33,7.7,21,-4.0
Overlord: Dark Legend,Wii,2009,2000s,Action,Codemasters,Climax Group,T,0.11,0.22,0.0,0.04,0.37,0.37,EU,68.0,30,7.9,15,-11.0
Bottom of the 9th,N64,1999,1990s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.37,0.0,0.0,0.0,0.37,0.37,NA,71.0,21,7.5,24,-4.0
The Legend of Spyro: The Eternal Night,DS,2007,2000s,Platform,Vivendi Games,Amaze Entertainment,E,0.32,0.02,0.0,0.03,0.37,0.37,NA,56.0,4,2.7,6,29.0
Shin Megami Tensei II,SNES,1994,1990s,Role-Playing,Atlus,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Harry Potter and the Order of the Phoenix,PSP,2007,2000s,Action,Electronic Arts,Ea Games,E10+,0.1,0.17,0.0,0.1,0.37,0.37,EU,52.0,11,7.6,20,-24.0
Wanted: Weapons of Fate,X360,2009,2000s,Shooter,Warner Bros. Interactive Entertainment,Grin,M,0.17,0.15,0.0,0.04,0.37,0.36,NA,62.0,61,7.5,26,-13.0
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,2000s,Role-Playing,Namco Bandai Games,Monolith Soft,T,0.09,0.07,0.18,0.02,0.37,0.36,JP,81.0,34,9.0,59,-9.0
Skylanders: Trap Team,XOne,2014,2010s,Action,Activision,Unknown,Unknown,0.26,0.07,0.0,0.04,0.37,0.37,NA,71.0,21,7.5,24,-4.0
Rune Factory: Frontier,Wii,2008,2000s,Role-Playing,Rising Star Games,Neverland,E10+,0.16,0.13,0.04,0.03,0.37,0.36,NA,79.0,34,8.5,39,-6.0
Virtua Fighter 3tb,DC,1998,1990s,Fighting,Sega,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Medieval II: Total War Gold Edition,PC,2008,2000s,Strategy,Sega,Sega,T,0.0,0.34,0.0,0.03,0.37,0.37,EU,71.0,21,8.0,9,-9.0
Mini Ninjas,Wii,2009,2000s,Action,Eidos Interactive,Io Interactive,E10+,0.16,0.16,0.0,0.04,0.37,0.36,NA,79.0,9,8.3,12,-4.0
Naruto Shippuden: Ninja Destiny 2,DS,2008,2000s,Fighting,Takara Tomy,Takara Tomy,T,0.19,0.02,0.13,0.02,0.37,0.36,NA,55.0,12,5.7,11,-2.0
Mini-Yonku GB: Let's & Go!!,GB,1997,1990s,Strategy,Ascii Entertainment,Unknown,Unknown,0.0,0.0,0.37,0.0,0.37,0.37,JP,71.0,21,7.5,24,-4.0
Scribblenauts: Unlimited,WiiU,2012,2010s,Action,Warner Bros. Interactive Entertainment,5Th Cell,E10+,0.25,0.09,0.0,0.03,0.37,0.37,NA,73.0,42,7.4,109,-1.0
The House of the Dead: Overkill - Extended Cut,PS3,2011,2010s,Shooter,Sega,Unknown,Unknown,0.15,0.16,0.0,0.06,0.37,0.37,EU,71.0,21,7.5,24,-4.0
Marvel: Ultimate Alliance,PSP,2006,2000s,Role-Playing,Activision,Vicarious Visions,T,0.33,0.0,0.0,0.03,0.37,0.36,NA,81.0,19,7.5,14,6.0
The Sims 2: Castaway,PS2,2007,2000s,Simulation,Electronic Arts,Ea Redwood Shores,T,0.3,0.01,0.0,0.05,0.37,0.36,NA,71.0,17,8.0,15,-9.0
NCAA Football 07,PSP,2006,2000s,Sports,Electronic Arts,Ea Sports,E,0.34,0.0,0.0,0.03,0.37,0.37,NA,75.0,16,7.9,11,-4.0
Batman: Arkham City,WiiU,2012,2010s,Action,Warner Bros. Interactive Entertainment,Unknown,Unknown,0.16,0.18,0.0,0.03,0.36,0.37,EU,71.0,21,7.5,24,-4.0
NBA Live 2003,XB,2007,2000s,Sports,Electronic Arts,Ea Canada,E,0.31,0.04,0.0,0.01,0.36,0.36,NA,82.0,17,8.8,6,-6.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,2000s,Role-Playing,Rising Star Games,Tri-Crescendo,T,0.16,0.12,0.06,0.03,0.36,0.37,NA,67.0,41,8.3,63,-16.0
GoldenEye: Rogue Agent,GC,2004,2000s,Shooter,Electronic Arts,Ea La,T,0.28,0.07,0.0,0.01,0.36,0.36,NA,60.0,35,6.7,14,-7.0
Need for Speed: The Run,PC,2011,2010s,Action,Electronic Arts,Black Box,T,0.09,0.21,0.0,0.07,0.36,0.37,EU,69.0,18,5.8,338,11.0
Zero4 Champ RR,SNES,1994,1990s,Sports,Media Rings,Unknown,Unknown,0.0,0.0,0.36,0.0,0.36,0.36,JP,71.0,21,7.5,24,-4.0
Dragon Ball Z: Infinite World,PS2,2008,2000s,Fighting,Namco Bandai Games,Dimps Corporation,T,0.08,0.06,0.21,0.02,0.36,0.37,JP,48.0,17,7.9,37,-31.0
Elite Beat Agents,DS,2006,2000s,Misc,Nintendo,Inis,E10+,0.3,0.03,0.0,0.03,0.36,0.36,NA,87.0,51,8.6,105,1.0
Nonomura Byoin no Hitobito,SAT,1996,1990s,Adventure,Elf,Unknown,Unknown,0.0,0.0,0.36,0.0,0.36,0.36,JP,71.0,21,7.5,24,-4.0
ESPN X Games Skateboarding,PS2,2001,2000s,Sports,Konami Digital Entertainment,Kceo,E,0.18,0.14,0.0,0.05,0.36,0.37,NA,58.0,15,7.8,14,-20.0
Sid Meier's Civilization: Beyond Earth,PC,2014,2010s,Strategy,Take-Two Interactive,Firaxis Games,E10+,0.11,0.22,0.0,0.03,0.36,0.36,EU,81.0,78,5.5,1027,26.0
NHL 15,PS3,2014,2010s,Sports,Electronic Arts,Ea Sports,E10+,0.21,0.09,0.0,0.06,0.36,0.36,NA,71.0,21,1.6,45,55.0
Castlevania: Order of Ecclesia,DS,2008,2000s,Platform,Konami Digital Entertainment,Konami,T,0.27,0.02,0.04,0.03,0.36,0.36,NA,85.0,46,8.7,111,-2.0
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,2000s,Simulation,Game Factory,Neko Entertainment,E,0.33,0.0,0.0,0.03,0.36,0.36,NA,71.0,21,7.5,24,-4.0
Dreamworks Madagascar Kartz,DS,2009,2000s,Racing,Activision,Virtuos,E,0.25,0.08,0.0,0.03,0.36,0.36,NA,71.0,21,7.5,24,-4.0
Left 4 Dead 2,PC,2009,2000s,Shooter,Valve Software,Valve Software,M,0.0,0.32,0.0,0.04,0.36,0.36,EU,89.0,55,8.5,2530,4.0
Green Day: Rock Band,Wii,2010,2010s,Misc,Mtv Games,Harmonix Music Systems,T,0.22,0.11,0.0,0.03,0.36,0.36,NA,76.0,12,8.8,11,-12.0
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,2000s,Adventure,Chunsoft,Unknown,Unknown,0.31,0.0,0.03,0.02,0.36,0.36,NA,71.0,21,7.5,24,-4.0
Super Fire ProWrestling Special,SNES,1994,1990s,Fighting,Human Entertainment,Unknown,Unknown,0.0,0.0,0.36,0.0,0.36,0.36,JP,71.0,21,7.5,24,-4.0
Star Fox: Zero,WiiU,2016,2010s,Shooter,Nintendo,Platinumgames,E10+,0.17,0.1,0.07,0.03,0.36,0.37,NA,69.0,82,7.4,662,-5.0
SAW,PS3,2009,2000s,Action,Konami Digital Entertainment,Zombie Studios,M,0.13,0.17,0.0,0.06,0.36,0.36,EU,59.0,41,6.4,28,-5.0
Yuu Yuu Hakusho,SNES,1993,1990s,Fighting,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.36,0.0,0.36,0.36,JP,71.0,21,7.5,24,-4.0
